transaction_id,customer_id,category,subcategory,transaction_amount,login_hour,device,location,blink_rate,motion_score,spoof_probability,beneficiary_new,rooted_device,historical_risk,crime_context,risk_label,timestamp
T10368,C1099,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,622659.21,4,Emulator,Foreign,4,0.02,0.95,1,1,18,when we were called in lido learing they said your course is cancel and your refund is in processing it and it will take some time in processing then after  month i try to call them they said the same thing and then in feb the company disslove the ma,high,2026-01-31 14:21:27.325136
T10369,C1161,Online and Social Media Related Crime,FakeImpersonating Profile,27625.43,16,OnePlus12,Kolkata,20,0.62,0.12,0,0,6,Met one person on dating site Then I messaged on unknown number After that they video called me Then they started nude video and recorded My video was recorded while I was in bathroom Then I realized it was fake after  mins of video call Then I told ,low,2026-02-04 23:57:27.325136
T10370,C1188,Online Financial Fraud,UPI Related Frauds,173677.1,4,Emulator,Foreign,3,0.07,0.89,1,1,8,UPI transaction of Rs  and the merchant website is now deleted and there is no website to contact them There are no contact details available and upon contacting the payment merchant PayU I have been given email address which are inactive or fraudule,high,2026-05-12 15:07:27.325136
T10371,C1156,Online Financial Fraud,Internet Banking Related Fraud,18080.82,7,VivoX100,Pune,21,0.29,0.16,0,0,15,"nameamin kathat
phone no
addbewawar power house  
dist ajmer 
pin code 
psmasuda 
emailaminkathakgmailcom 
bank name sbi  ac no  ifsc code SBIN

froud by bank ac
Ref id details
 Rs Feb AM
 Rs Feb AM
total amount 
suchna krata ko kisi Un",low,2026-02-18 08:53:27.325136
T10372,C1195,Online Financial Fraud,UPI Related Frauds,59144.44,10,iPhone15,Chennai,8,0.43,0.08,0,0,18,SOMEONE CALL ME AND TOLD ME I AM YOUR RELATIVE AND SEND ME MONEY URGENTLY I FEEL THAT MY RELATIVE IS URGENTLY NEED MONEY SO I SEND HIM MONEY THROUGH PHONPAY NOW I CALL HIM THAT PERSON PIC MY CALL AND ASK ME ABOUT MY AADHAR CARD DETAILS,low,2026-02-23 06:37:27.325136
T10373,C1141,Online Financial Fraud,UPI Related Frauds,59971.68,20,Samsung_S24,Mumbai,16,0.36,0.08,1,0,8,A phone call occurred to update the bank application but was not able to update it from my end The person shared a link to update the app and added CRN in the link and an OTP was received I added the OTP then the call got disconnected and the amount ,low,2026-04-28 23:20:27.325136
T10374,C1089,Online Financial Fraud,UPI Related Frauds,29762.69,13,iPhone15,Pune,24,0.27,0.2,0,0,14,I had buy rs crpytocruncy by this app after by this app blocked login my accountIm tried many time please resolve my problem i want my money back please help regard this i had transferred two times in this app rs rs which i shared with portel in scre,low,2026-01-27 23:38:27.325136
T10375,C1061,Online Financial Fraud,UPI Related Frauds,14960.23,9,Samsung_S24,Chennai,15,0.44,0.02,0,0,0,CALLER PAID AMOUNT TO PURCHASE BIKE FROM OLX AND LOSSED AMOUNT The Fraudster said he is from India Army and got the tranfer of job from Bangalore to Delhi hence selling his bike which is Hero Honda Splendor for which he has submitted the bike doc als,low,2026-05-11 11:14:27.325136
T10376,C1044,Online Financial Fraud,UPI Related Frauds,18984.49,7,VivoX100,Chennai,12,0.32,0.13,0,0,23,"Facebook       id               msg                        h                         o fb id                             
",low,2026-02-15 23:29:27.325136
T10377,C1134,RapeGang Rape RGRSexually Abusive Content,,204081.03,5,Unknown_Device,Foreign,0,0.13,0.71,1,1,12,"Respected Sir

A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropol",high,2026-05-04 19:24:27.325136
T10378,C1012,Online Financial Fraud,UPI Related Frauds,40084.12,22,VivoX100,Delhi,14,0.52,0.01,0,0,31,"FRAUD THROUGH  UPI FRAUD GOOGLE PAY 
BANK  PAYTM PAYMENT BANK 

ACCOUNT NO  

TOTAL AMOUNT  
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE 
COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION
",low,2026-04-12 23:45:27.325136
T10379,C1087,Online Financial Fraud,Internet Banking Related Fraud,2708.27,9,OnePlus12,Delhi,10,0.52,0.14,1,0,23,"Citizen Details 
Name  Bhagaram Visnoi  so Tejaram Visnoi      
Add gav Gidani  teh Sanchor  Dist JALORE 
PS  Sanchor  Pin    
Mob No  
Bank SBI   AC no   IFSC SBIN    Branch Sanchor 
Total fraud Amount   Rupees  Date   March  
Fraud By  Accou",low,2026-02-13 11:41:27.325136
T10380,C1063,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,164685.09,1,Unknown_Device,Foreign,4,0.1,0.74,1,1,12,"FRAUD THROUGH  ATM Card Fraud MASTER CARD	 
BANK NAME   STATE BANK OF INDIA 
ACCOUNT NUMBER  
TOTAL AMOUNT  
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION 
",high,2026-05-16 00:20:27.325136
T10381,C1095,Online Financial Fraud,UPI Related Frauds,67471.64,16,Pixel8,Hyderabad,18,0.51,0.1,0,0,31,Fraud call,low,2026-04-18 12:25:27.325136
T10382,C1169,Online Financial Fraud,UPI Related Frauds,9748.76,16,Samsung_S24,Hyderabad,9,0.4,0.09,0,0,33,"FRAUD THROUGH  UPI PHONEPE 
BANK   STATE BANK OF INDIA 
ACCOUNT NUMBER  
TOTAL AMOUNT  
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION 
",low,2026-02-13 06:41:27.325136
T10383,C1128,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,1040706.84,0,Unknown_Device,Foreign,4,0.15,0.89,1,1,25,"  
      
                                     
      
                                   httpswishloanonline                   USK               ",high,2026-05-05 14:57:27.325136
T10384,C1022,Online and Social Media Related Crime,Cyber Bullying  Stalking  Sexting,15777.08,8,iPhone15,Kolkata,11,0.66,0.14,1,0,38,I am reporting on behave of my female friend Few months ago a person named sunil starts messaging her abusive content she complaint about him over the female helpline but the guy starts again but the messaging and now he is sending nudes using her pi,low,2026-02-06 15:06:27.325136
T10385,C1078,Cyber Attack/ Dependent Crimes,SQL Injection,42339.2,14,iPhone15,Chennai,9,0.35,0.13,0,0,8,"This all happened a few days after I accidentally clicked on a strange link on social media. I didn’t think much of it until things started going wrong. The next thing I knew, people were calling me asking if I had sent them strange messages, and I h",low,2026-05-07 20:27:27.325136
T10386,C1000,Online Financial Fraud,Fraud CallVishing,14986.09,3,Emulator,Foreign,3,0.09,0.81,1,1,16,Weve got call from mobile number   showing interest in our rented flat then he shared attached details via WhatsApp and asked my Aadhar card pan card details I shared my Aadhar card and realise that it could be fraud then I stop communicating but whe,high,2026-05-09 04:08:27.325136
T10387,C1167,Sexually Explicit Act,,5249.13,13,iPhone15,Chennai,17,0.51,0.08,0,0,28,"Hi

I have got a strange whatsapp message from  she called me video call she was completely in nude in a little dark room After that she asked me be naked I cut the call and then I cut the call Immediately I got video msg in whatsapp She said your ",low,2026-03-14 00:07:27.325136
T10388,C1056,Online Financial Fraud,Internet Banking Related Fraud,568744.92,0,Unknown_Device,Foreign,2,0.12,0.84,1,1,6,"FRAUD THROUGH   INTERNET BANKING 
 BANK    STATE BANK OF INDIA  
 ACCOUNT    NUMBER   
TOTAL AMOUNT   
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION",high,2026-02-04 12:36:27.325136
T10389,C1125,Online and Social Media Related Crime,Cheating by Impersonation,9571.27,7,Pixel8,Kolkata,19,0.42,0.06,0,0,37,THEY CALLED ME SHOWED NAKED GIRL IN VIDEO RECORDED THE VIDEO AND SEND TO MY FB FRIENDS OVER MESSENGER AND BLACKMAILING ME FOR CERTAIN AMOUNT OF MONEY TO DEPOSIT IN THERE ACCOUNT ONLINE I AM MENTALLY HARRASED AND FRUSTRATED BY THIS INCIDENT  PLS HELP ,low,2026-02-16 08:30:27.325136
T10390,C1146,Online Financial Fraud,UPI Related Frauds,45509.46,17,VivoX100,Mumbai,18,0.37,0.04,0,0,12,I do not know how such an incident took place at the first instance and I have no knowledge about its commission and therefore cannot say much about the place or any other detail and could not provide any more information about the offence,low,2026-03-18 16:15:27.325136
T10391,C1108,Online Financial Fraud,UPI Related Frauds,169934.69,3,Unknown_Device,Foreign,2,0.03,0.74,1,1,15,"FRAUD THROUGH  UPI FRAUD PHONE PE GOOGLE PAY 
BANK   IDFC First Bank	
ACCOUNT NUMBER  	 	
TOTAL AMOUNT  	
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION",high,2026-01-17 11:28:27.325136
T10392,C1110,Sexually Explicit Act,,28267.26,10,iPhone15,Hyderabad,11,0.31,0.04,0,0,5,"Respected sir
On feb   one unknown number called by a unknown girl in my whatsapp then i received a call  at first she started undressing herself then cut the call in few sec
Few minuts letter she send me tha video calling screen record in my whats",low,2026-04-27 22:58:27.325136
T10393,C1129,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,38904.44,14,Samsung_S24,Delhi,16,0.56,0.13,0,0,37,call from  at  pm regarding transations faliure ask my card and acount dtails and tell me to download anydesk and teamvieweruse anydesk and teamviewer application and debit card details and money deduct,low,2026-02-06 23:36:27.325136
T10394,C1066,Any Other Cyber Crime,Other,5939.53,5,Unknown_Device,Foreign,3,0.09,0.79,1,1,29,Sir is a loan application which gives loan to people gives loan of   Now for  days after that Rs  in your account deducts the processing fee  After that be before  days  Starts messaging that person that if you do not return the loan money to me then,high,2026-05-08 00:24:27.325136
T10395,C1088,Online Financial Fraud,Fraud CallVishing,24625.55,14,iPhone15,Chennai,19,0.12,0.14,0,0,23,He was selling home accessories by name Sandeep Rawat CISF As i contacted he said to provide his details of items i was looking to buy He said he worked in International Airport New Delhi He was selling his all home material like bed sofa tv AC  etc ,low,2026-05-23 03:17:27.325136
T10396,C1182,Online Financial Fraud,UPI Related Frauds,31400.41,14,VivoX100,Pune,19,0.5,0.07,1,0,16,Financial fraud ,low,2026-05-23 20:54:27.325136
T10397,C1031,Online Financial Fraud,UPI Related Frauds,21643.82,11,Pixel8,Hyderabad,12,0.23,0.04,0,0,37,A link from facebook has been given for shopping of jacket online i ordered the jacket but I didnt receive any confirmation of order neither any text from them I mailed them through contact us to from website but that mail id was wrong,low,2026-04-10 05:32:27.325136
T10398,C1021,Online Financial Fraud,Fraud CallVishing,7078.47,9,iPhone15,Mumbai,13,0.37,0.06,0,0,33,"Hello respected sir

I want to raise a fraud complain and want a transaction reversal if possible
Which was done on  Jan 
Of amount k  k  k
Which was transferred to below bank details

Bank name INDIAN BANK 
Ac number  
Ifsc  IDIBH
NAME SUD",low,2026-03-08 13:47:27.325136
T10399,C1033,Online and Social Media Related Crime,Cyber Bullying  Stalking  Sexting,55803.47,20,VivoX100,Kolkata,13,0.43,0.17,0,0,38,The culprit is named Saurav Suman Age  resides in Mumbai Ph No  has been involved in Bullying Rion Ranjan Age  resident of Mahagun Mywoods Noida extension The culprit made a YouTube channel which states Rions father is dead and he is being degraded i,low,2026-02-23 09:18:27.325136
T10400,C1085,Online Financial Fraud,UPI Related Frauds,13454.6,17,OnePlus12,Kolkata,13,0.53,0.02,1,0,16,Aaj subha mere account se  rupey nikal gye h plz sir apse nibedan h ki ap mere pese bapass karade aaj subha se m benk ke chakkar kar kar paresan ho sir mera naam suleman h mera account no  h or m bhut garib sir plz mere pese bapass karbade,low,2026-04-09 06:12:27.325136
T10401,C1137,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,30969.52,18,Samsung_S24,Delhi,11,0.46,0.06,0,0,0,DEBIT CARD FRAUD TOTAL AMOUNT  DEBIT CARD NO ,low,2026-01-24 16:31:27.325136
T10402,C1050,Any Other Cyber Crime,Other,50491.03,16,iPhone15,Chennai,23,0.28,0.13,0,0,21,I have ordered one dress from nykafabcom for which I was told that I can return if there is any issue and the company will accept the return on its own expense When I found out that the product is quite different what I ordered I placed a return requ,low,2026-05-22 04:29:27.325136
T10403,C1110,Online Financial Fraud,Business Email CompromiseEmail Takeover,432584.07,1,Unknown_Device,Foreign,4,0.09,0.82,1,1,5,Paisa mang k bol rhe the task h apki complete krna pdega ar iska comission apko add hoke apke balance me milega ye work from home h ar hjar paisa leke abhi bol rhe h k apka abhi ar task h ar de hjar tb apka paisa milegaa ar nhi de rhe h bol rhe h k j,high,2026-03-10 00:50:27.325136
T10404,C1031,Online Financial Fraud,Internet Banking Related Fraud,675270.24,4,Unknown_Device,Foreign,3,0.03,0.79,1,1,37,"Unauthorised transactionDBS Bankincident happens victims without knowledge
Amount lostRs",high,2026-03-30 21:59:27.325136
T10405,C1083,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,318968.22,3,Emulator,Foreign,2,0.05,0.8,1,1,19,"mukesh purohit  add plot no  shakti nagar paota c road gali no c jodhpur ps mahamandir  pincode   RBL credit card no   date   time pm par is fraud no   se custmer care bankar call kiya or otp lekar total amount  rs ka fraud kar liya hai 
",high,2026-02-26 11:05:27.325136
T10406,C1080,Online and Social Media Related Crime,Cyber Bullying  Stalking  Sexting,24512.59,5,Samsung_S24,Bangalore,15,0.26,0.05,0,0,39,my brother in law was framed for   a crime that he doesnt committedi think his mobile phone is hacked because all of his contacts got the same message including the photothey arguing that he committed a financial fradualance,low,2026-04-30 22:29:27.325136
T10407,C1184,Online and Social Media Related Crime,Profile Hacking Identity Theft,57644.32,20,VivoX100,Kolkata,13,0.37,0.01,0,0,25,THIS IS TO INFORM THAT MY FACEBOOK ID Sumit Panditji  S K S  AND MY FREEFIRE UID  USER NAME S LOVE K HAS BEEN HACKED BY UNKNOWN PERSON MOBILE NO  ON  AT  PM AND I INVESTED RUPEES  IN GAME FREEFIRE,low,2026-04-11 06:24:27.325136
T10408,C1118,Online and Social Media Related Crime,FakeImpersonating Profile,30701.6,23,Pixel8,Pune,12,0.25,0.11,0,0,20,"                                                                       

                                                                                                       ",low,2026-05-06 22:42:27.325136
T10409,C1183,Online Financial Fraud,Fraud CallVishing,30055.46,21,OnePlus12,Pune,20,0.2,0.14,0,0,30,"Ramkesh meena add shree ram nagar dousa jila dousa ps kotwali dousa pin cod  se suchnakrta bta rha hai ki unke bank account duara automatic  lakh rupe kat gye  kisth me kat gye JIKSI TS ID HAI 
 TS ID  ISME  RUPE KATE TIME NAHI PTA DATE 
 TS ID  IS",low,2026-02-10 04:24:27.325136
T10410,C1112,Online Financial Fraud,Fraud CallVishing,24679.89,22,Pixel8,Hyderabad,9,0.58,0.11,0,0,23,A person from mobile number  described himself as phonepe employee and told me to recieve  reward from wallet by clicking on payment request on phonepe interface At first  got deducted from account and then he told that he is giving another request o,low,2026-01-18 06:21:27.325136
T10411,C1151,Any Other Cyber Crime,Other,45766.49,13,Samsung_S24,Mumbai,13,0.51,0.09,0,0,17,"Dear Sirs

Yesterday morning I received one message from the mentioned whatsapp no  telling me his identity as my company Managing Director Mr Satish Parakh from Ashoka Buildcon Limited and also used his photograph in whatsapp profile telling me to",low,2026-03-01 21:13:27.325136
T10412,C1034,Online and Social Media Related Crime,Profile Hacking Identity Theft,31584.58,9,OnePlus12,Bangalore,15,0.23,0.2,1,0,15,"Dear sir 
My facebook account hacked by 
 this number

And my facebook account allready transfered this number few houres ago my old registered mobile number with my havked facebook account is 

Sir please help me i want my account
I have many",low,2026-01-30 21:24:27.325136
T10413,C1151,Online Financial Fraud,UPI Related Frauds,52171.54,14,Samsung_S24,Mumbai,12,0.37,0.01,1,0,17,upi fraud,low,2026-01-27 00:53:27.325136
T10414,C1135,Any Other Cyber Crime,Other,3331.71,7,Pixel8,Bangalore,17,0.57,0.05,0,0,7,I contacted with a person through telegram regarding gaming application I wanted to purchase a gaming account after that they asked me to pay Rs to them after that they again asked me to pay some more amount and i totally paid Rs  to the the entire a,low,2026-05-20 15:00:27.325136
T10415,C1193,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,5228.64,23,Samsung_S24,Delhi,13,0.38,0.02,1,0,3,the above mentioned transaction detail sum of rs  debit from my credit card i have not taken any smart loan from my credit card kindly help me out to solve this problem and find the main culprit who initiate the transaction,low,2026-02-27 05:34:27.325136
T10416,C1196,Any Other Cyber Crime,Other,41164.87,5,iPhone15,Mumbai,24,0.3,0.18,0,0,23,"Hello sir 
On th December I had paid a sum of Rs through my credit card to ShareHash application who were into Crypto mining for an investment period of  days where this RsK was to be increased to RsK There was a Whats App group of the company which",low,2026-03-21 13:54:27.325136
T10417,C1059,Online Financial Fraud,Fraud CallVishing,456470.11,1,Unknown_Device,Foreign,0,0.12,0.85,1,1,40,People call me regarding the business loan of amount  laks and take money from me regarding registration process and i have paid total  laks to them after that they said all money will be reimbursed to you but now they have switched off their number,high,2026-03-15 09:19:27.325136
T10418,C1078,Online Financial Fraud,UPI Related Frauds,14326.83,15,iPhone15,Chennai,12,0.33,0.1,1,0,8,"Online Frauds   UPI Fraud  Phone Pe
 Victim got a call from unknown number and introduce him self as a phone pe executive officer and we send you  rupees reward to your phone pe victim believed that open that link and enter his upi pin number and lo",low,2026-02-08 10:33:27.325136
T10419,C1057,Any Other Cyber Crime,Other,13138.41,20,iPhone15,Kolkata,14,0.26,0.07,0,0,24,I have become a victim of cyber fraud as i have been communicating with executives of Reliance finance group and the person on call informed me that i need to pay him an amount of  in order to get my loan disputed loan amount settled but then as soon,low,2026-01-23 07:23:27.325136
T10420,C1036,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,36389.29,8,OnePlus12,Mumbai,20,0.45,0.13,0,0,14,"UPI FRAUD THROUGH  DEBIT CARD
BANK  SBI
ACCOUNT NUMBER  
TOTAL AMOUNT  		
PLEASE HOLD  REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION SIR PLESE RETURN MY MONEY",low,2026-05-21 11:29:27.325136
T10421,C1020,Sexually Explicit Act,,335900.28,2,Unknown_Device,Foreign,1,0.15,0.61,1,1,39,We were in relationship for past four and half years He kept on telling that he will talk to his parents regarding marriage and we were physically and mentally together He hidden that he married to another woman and he was talking to me normally and ,high,2026-04-10 21:37:27.325136
T10422,C1074,Online and Social Media Related Crime,Cyber Bullying  Stalking  Sexting,77848.75,23,OnePlus12,Pune,19,0.45,0.04,0,0,1,I met the lady on dating app from there we shred number And later she asked me for video call there I went wrong and they recorded my video Then they started blackmailing me that they will send this to my family and friends Later they asked me money ,low,2026-04-17 19:50:27.325136
T10423,C1145,Sexually Explicit Act,,41079.11,15,OnePlus12,Hyderabad,20,0.44,0.08,0,0,12,I took a loan from cash cola online application on  days loan validity they force me to pay money today otherwise they will send message to all contacts with very abusive language and they send message to my brother number with some abusive words and,low,2026-03-12 01:05:27.325136
T10424,C1123,Any Other Cyber Crime,Other,3902.71,23,OnePlus12,Bangalore,10,0.35,0.2,0,0,38,I received a text from a whatsapp number stating that they will give me a job and for that very reason they asked me to get myself registered and asked for money I was looking for job hence I paid the money and then later on after taking the money th,low,2026-02-20 19:45:27.325136
T10425,C1191,Online and Social Media Related Crime,Online Job Fraud,58138.41,10,OnePlus12,Chennai,18,0.26,0.17,0,0,34,I got a call from Infosys company for application i paid  later verification u have to pay  i need no have money for cancellation you have to pay  i pay like that  times  like that process is going on last process u have i will say  u click tick mark,low,2026-02-01 20:07:27.325136
T10426,C1126,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,410646.53,1,Emulator,Foreign,3,0.06,0.83,1,1,3,Caller informed that he got call from fraud person and installed AYDESK app given card details and lossed amount,high,2026-02-26 14:52:27.325136
T10427,C1090,Online Financial Fraud,EWallet Related Fraud,8399.88,20,Samsung_S24,Hyderabad,12,0.3,0.06,1,0,9,"t
httpswwwoobicyclecomindexloginregisterinvitecode O joinned this
obc bicycle investing amount  company will  interest daily to my
wallet till days but next day coming to wallet but not tranfer to bank
account I asked Himani who is group incharge",low,2026-02-17 11:40:27.325136
T10428,C1007,Online Financial Fraud,UPI Related Frauds,43632.4,16,iPhone15,Bangalore,18,0.54,0.18,1,0,23,"Online Frauds  Advertisement Portal Fraud  e Commerce platfomrmInstagram 
 victimn instagaram lo oka laptop chusi adhi purchase chesta ani cheppi andulo unna number ki contact iyyaru vallu order tesukoni payment cheyamante payment chesaru then suspe",low,2026-01-30 19:28:27.325136
T10429,C1156,Online Financial Fraud,Internet Banking Related Fraud,21659.54,7,VivoX100,Pune,20,0.32,0.09,0,0,15,Today at  a text message came on my phone about  freezing of my Internet banking and they asked me to update my PAN Card number through a link which I have shared above  I have informed my bank and they have blocked my bank account,low,2026-05-04 23:45:27.325136
T10430,C1036,Online Financial Fraud,UPI Related Frauds,17760.5,9,OnePlus12,Mumbai,20,0.39,0.02,0,0,14,"  Dear sir
        Please stop the fraudulent transaction and refund the amount in source account
 Regards 
",low,2026-04-27 00:59:27.325136
T10431,C1127,RapeGang Rape RGRSexually Abusive Content,,17192.49,11,VivoX100,Hyderabad,22,0.25,0.19,0,0,9,"Respected Sir

A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropol",low,2026-04-30 08:11:27.325136
T10432,C1131,Online Financial Fraud,Internet Banking Related Fraud,4014.13,9,Pixel8,Hyderabad,22,0.47,0.04,0,0,17,narendra kumar dadhich add  royal greens colony sirsi road jaipur ps bhankrota  pincode   phone pe no   sbi ac no   date   time am par google se chitrkoot eyes hospital ke number search karke is fraud no   par call karne par waps is fraud no  se call,low,2026-03-03 08:06:27.325136
T10433,C1101,Cyber Attack/ Dependent Crimes,SQL Injection,125358.55,3,Emulator,Foreign,4,0.13,0.63,1,1,10,"The issue actually started when I got this email, which at first glance seemed like spam. I usually ignore such things, but for some reason, I opened it this time. Afterward, my phone started freezing, and it wasn’t normal. I thought it was a technic",high,2026-01-22 03:19:27.325136
T10434,C1087,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,4271.31,7,OnePlus12,Delhi,11,0.58,0.11,0,0,23,"Amount deducted from my BOB Credit Card number which is  amounting toRs on dated  at  pm by submitting details on a bogus website and otp submitted by mistake on website by me
Agent on call misguide me that there is a offer of Bajaj Finserv credit c",low,2026-01-18 03:33:27.325136
T10435,C1197,Cyber Attack/ Dependent Crimes,Hacking/Defacement,191503.0,4,Emulator,Foreign,3,0.13,0.9,1,1,8,"This all happened a few days after I accidentally clicked on a strange link on social media. I didn’t think much of it until things started going wrong. The next thing I knew, people were calling me asking if I had sent them strange messages, and I h",high,2026-01-15 07:42:27.325136
T10436,C1028,Online and Social Media Related Crime,Cheating by Impersonation,47129.28,14,VivoX100,Kolkata,16,0.39,0.03,0,0,24, is nombre se mujhe baar baar blacmail ke msg aa rhe hain aur mujhse paise mang rhe hain maine glti se is nombre pe call pic krli aur phir mujhe blackmailing ke msg aane lge so pllz action this fraud,low,2026-02-10 05:41:27.325136
T10437,C1132,Online Financial Fraud,UPI Related Frauds,13384.71,23,Pixel8,Delhi,10,0.45,0.02,0,0,35,CALLER INFORMED HE CALLED TO PAYTM NUMBER TOOK FROM GOOGLE  FRAUD CALLED HIM FROM ANOTHER NUMBER   AND SAID TO COMPLAINTER TO SEND SMS TO  SWON ECOM AND  THIS AMOUNT HE LOSSED,low,2026-04-17 23:22:27.325136
T10438,C1045,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,17717.82,23,Pixel8,Pune,13,0.46,0.09,0,0,32,EK LADY  SE MERE CARD REC HONE SE PAHLE SE HI PHON KAR RAHI THI BATAYA KI MAIN CREDIT CARD COMPNY GURGOUN SE BOL RAHI HUN AAPKA CARD AJ HI UPDATE KARNA HAI PHIR WO PHON PER HI SARA DETAILS MERE SE MANG LIYA MAIN CREDIT CARD KE FUNCTION SE BILKUL NAYA,low,2026-05-29 08:29:27.325136
T10439,C1006,Online Financial Fraud,UPI Related Frauds,44964.1,9,iPhone15,Bangalore,16,0.29,0.18,0,0,19,My account number is  in SBI Sultanpur Branch New DelhiApprox Rs Two lakh are transacted from my account  between  to  which are not transacted by me you are requested to look into the matter and take necessary action for refund of my money,low,2026-01-21 18:07:27.325136
T10440,C1089,Online Financial Fraud,UPI Related Frauds,17012.4,13,iPhone15,Pune,22,0.32,0.07,1,0,14,This fraudsters with aadhar no  named Tinku Ram was selling scooty on facebook My friend shashi Thakur whose aadhar no  he took to transfer RC with booking amount Rs on  My friend axked me to transfer money to his given acc no  with IFSC AUBL Money c,low,2026-04-19 05:31:27.325136
T10441,C1001,Online Financial Fraud,Fraud CallVishing,15028.18,22,iPhone15,Hyderabad,21,0.26,0.2,0,0,6,Sir maje naav Amit dattaram sodye ahe me CASH ADVANCE ya aap ne me loan ghetle hote me payment  divas let jhale tar tya lokani mala call karun shivya delya mala  ya no mala shivya dile ani boltata ke paise pathv nahi tar tujha family friends la me tu,low,2026-02-15 00:14:27.325136
T10442,C1057,Online Financial Fraud,Internet Banking Related Fraud,13446.78,19,iPhone15,Kolkata,16,0.27,0.16,1,0,24,I am lost my money in my kotak mahindra bank account i have receaved a OTP on my phone but i am not share OTP anyone but money id debit on my account,low,2026-02-07 19:52:27.325136
T10443,C1122,Online Financial Fraud,UPI Related Frauds,670134.1,5,Emulator,Foreign,3,0.13,0.84,1,1,32,My corioer sender send to me Two mobile number  and say to me that called these number and when i called this number  they send to me a link httpssurveymonkeycomrCHFYFLwhen i open this link  then say to me that your corior has been hold so please pay,high,2026-02-10 20:55:27.325136
T10444,C1163,Any Other Cyber Crime,Other,111462.93,3,Unknown_Device,Foreign,4,0.11,0.87,1,1,32,"I received a text message from mob no  to  submit 
kyc  documents  for my mobile sim 



     
",high,2026-02-14 04:39:27.325136
T10445,C1149,Online Financial Fraud,Fraud CallVishing,24489.99,3,Emulator,Foreign,0,0.01,0.8,1,1,19,I was approached via my email anannyasdasgmailcom They approached me from a Company named Alzheon They conducted three rounds of interviews online And I appeared for the same After the interview process I was informed that my job has been confirmed B,high,2026-02-05 05:16:27.325136
T10446,C1119,Online and Social Media Related Crime,Cheating by Impersonation,48205.66,23,VivoX100,Chennai,10,0.45,0.05,1,0,17,"Dear sir  Madam 
Me facebook ma market place par thi pant ni shopping karva aa person jode vaat kari hati E person e mane WhatsApp number aapyo me Ema ena jode aagad ni vaat kari ane ene mane  rs security deposit pay karva kahyu hatu ane baki na cas",low,2026-02-27 02:26:27.325136
T10447,C1035,Online Financial Fraud,Internet Banking Related Fraud,11179.67,14,VivoX100,Hyderabad,13,0.66,0.05,0,0,0,Identity theft  Fake Customer Care Service Fraud  Google victim searched amazon  customer care number by google victim purches a product on amazon bout its not delivered  so victim contact that number but the number was the fraudster and that suspect,low,2026-04-17 19:27:27.325136
T10448,C1065,Online Financial Fraud,Business Email CompromiseEmail Takeover,21014.05,6,iPhone15,Hyderabad,15,0.24,0.09,0,0,37,They are threading me to pay amount until i didnt pay any amount they say Ill take legal action they are mentally harrassing me and they are scaring me to get to pay money they first said  pay and said  pay and I said I dont get to pay any amount and,low,2026-04-17 00:32:27.325136
T10449,C1039,Online Financial Fraud,Internet Banking Related Fraud,55654.46,17,OnePlus12,Delhi,12,0.47,0.01,0,0,4,"link received through SMS   that your Yono account will be blocked today Please click link below to update pan card 
After clicking link similar yono interface opened where yono user id and password and mobile no to be filled",low,2026-05-10 18:37:27.325136
T10450,C1153,Any Other Cyber Crime,Other,25967.12,7,OnePlus12,Mumbai,18,0.43,0.07,0,0,19,I order phone online from Instagram i pay  him he is not answering i tell to return my money back but not reply please return my money back his insta id httpsinstagramcomthebudgetmartutmmediumcopylink,low,2026-02-02 08:58:27.325136
